source,fetched_at,term,url,title,text,author,region,category
Pinterest,2025-10-29T23:51:20.047244,iphone 17 air,https://www.pinterest.com/pin/464996730299880989/,an apple phone is being held up by someone's hand with the camera on it,an apple phone is being held up by someone's hand with the camera on it,,,
Pinterest,2025-10-29T23:51:20.075731,iphone 17 air,https://www.pinterest.com/pin/826973550367325145/,two iphones are shown side by side with the same price tag on each one,two iphones are shown side by side with the same price tag on each one,,,
Pinterest,2025-10-29T23:51:20.104352,iphone 17 air,https://www.pinterest.com/pin/382946774588787261/,a hand holding an iphone in front of a white background with the back facing up,a hand holding an iphone in front of a white background with the back facing up,,,
Pinterest,2025-10-29T23:51:20.123958,iphone 17 air,https://www.pinterest.com/pin/1618549864355970/,"Iphone Box Aesthetic, Iphone 16 Plus Aesthetic, Pink Iphone 16 Aesthetic, Iphone 16 Pink Aesthetic, Pink Iphone Case Aesthetic, Pink Apple Products Aesthetic, Pink Iphone 16, Iphone 16 Plus Pink Aesth","Iphone Box Aesthetic, Iphone 16 Plus Aesthetic, Pink Iphone 16 Aesthetic, Iphone 16 Pink Aesthetic, Pink Iphone Case Aesthetic, Pink Apple Products Aesthetic, Pink Iphone 16, Iphone 16 Plus Pink Aesthetic, Iphone 16 Pink",,,
Pinterest,2025-10-29T23:51:20.176838,iphone 17 air,https://www.pinterest.com/pin/643733340534808035/,a person holding an iphone in their hand on a bed with flowers and blankets behind them,a person holding an iphone in their hand on a bed with flowers and blankets behind them,,,
Pinterest,2025-10-29T23:51:20.247435,iphone 17 air,https://www.pinterest.com/pin/722194490285710218/,an advertisement for the iphone 11 air is shown in front of it's back cover,an advertisement for the iphone 11 air is shown in front of it's back cover,,,
Pinterest,2025-10-29T23:51:20.290491,iphone 17 air,https://www.pinterest.com/pin/22729173115771755/,two iphones sitting next to each other on top of a wooden table in front of an apple phone,two iphones sitting next to each other on top of a wooden table in front of an apple phone,,,
Pinterest,2025-10-29T23:51:20.329377,iphone 17 air,https://www.pinterest.com/pin/639440847128645488/,"an advertisement for the iphone 11 air, which is designed to look like it's in","an advertisement for the iphone 11 air, which is designed to look like it's in",,,
Pinterest,2025-10-29T23:51:20.384771,iphone 17 air,https://www.pinterest.com/pin/984036587340906051/,an apple iphone air unboxed box with the back side open and text overlaying it,an apple iphone air unboxed box with the back side open and text overlaying it,,,
Pinterest,2025-10-29T23:51:20.430529,iphone 17 air,https://www.pinterest.com/pin/903605112747217276/,four different colored iphones sitting next to each other on a white table with black dots,four different colored iphones sitting next to each other on a white table with black dots,,,
